"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022470697.1",60,51,87,99,94,74,85,95,136,125,101
"XM_022470712.1",85,207,155,179,234,170,327,389,171,285,219
"XM_022470722.1",0,83,80,86,96,67,100,199,109,165,69
"XM_022470729.1",114,371,241,211,203,299,71,83,169,137,120
"XM_022470765.1",0,39,35,34,26,36,44,44,46,57,30
"XM_022470769.1",26,175,197,96,71,54,225,177,185,258,221
"XM_022470770.1",23,117,155,75,63,23,179,138,147,209,194
"XM_022470789.1",0,0,24,61,50,56,0,26,0,23,0
"XM_022470790.1",181,195,325,466,420,477,567,511,478,544,372
"XM_022470795.1",0,276,136,144,350,0,306,547,320,404,278
"XM_022470796.1",70,129,141,147,166,147,126,251,125,148,136
"XM_022470797.1",0,88,98,114,153,111,129,203,152,178,106
"XM_022470798.1",1160,2542,3008,2523,2897,2758,1469,1457,3273,2588,2114
"XM_022470799.1",0,58,37,0,0,16,21,14,30,17,0
"XM_022470801.1",46,78,81,99,107,93,47,13,59,24,38
"XM_022470809.1",0,15,35,28,52,29,35,75,31,38,20
"XM_022470810.1",11,44,10,28,11,22,11,20,25,45,35
"XM_022470825.1",0,24,55,64,83,64,68,125,79,68,63
"XM_022470852.1",124,474,122,91,108,143,166,215,143,175,115
"XM_022470853.1",43,120,52,103,198,182,195,330,135,166,152
"XM_022470856.1",121,171,230,261,237,389,171,222,218,195,138
"XM_022470857.1",0,267,261,222,284,266,239,388,230,287,150
"XM_022470859.1",0,106,222,93,205,203,348,436,281,359,208
"XM_022470874.1",214,684,496,444,434,545,319,429,352,363,204
"XM_022470880.1",73,175,160,227,258,225,222,374,243,314,152
"XM_022470915.1",0,0,34,87,41,82,0,105,37,83,0
"XM_022470925.1",33,67,83,81,119,80,86,137,76,78,90
"XM_022470937.1",0,0,31,75,0,0,71,65,92,77,0
"XM_022470938.1",30,75,118,97,111,125,100,102,97,87,68
"XM_022470941.1",15,16,41,23,61,54,38,27,18,32,15
"XM_022470942.1",54,78,85,112,92,137,82,75,135,91,68
"XM_022470943.1",0,21,32,16,17,0,0,0,0,16,0
"XM_022470964.1",0,0,0,31,22,16,28,39,39,54,12
"XM_022470976.1",0,31,14,35,38,28,11,50,30,44,35
"XM_022470987.1",13,58,17,55,71,60,41,83,64,87,60
"XM_022470996.1",90,245,221,276,287,197,363,648,273,394,287
"XM_022471010.1",65,137,86,67,58,130,100,234,114,224,72
"XM_022471018.1",0,0,17,14,16,0,33,57,20,34,0
"XM_022471064.1",69,90,151,343,213,55,409,567,576,702,338
"XM_022471081.1",338,831,553,505,581,593,561,1044,678,802,490
"XM_022471090.1",13,61,40,47,38,70,34,61,63,67,37
"XM_022471101.1",0,124,83,115,104,112,143,246,101,138,70
"XM_022471108.1",104,283,247,331,368,324,288,297,345,420,231
"XM_022471109.1",321,463,727,1042,730,820,659,937,1028,861,579
"XM_022471112.1",0,50,24,23,53,24,71,94,49,33,24
"XM_022471142.1",0,15,25,40,36,11,36,47,36,42,10
"XM_022471144.1",20,10,22,14,32,28,32,27,45,39,37
"XM_022471150.1",51,69,104,82,97,92,80,88,102,110,75
"XM_022471159.1",0,0,23,32,85,0,48,106,73,71,30
"XM_022471166.1",0,36,0,0,0,0,55,47,257,158,84
"XM_022471167.1",1320,2792,2987,2316,2609,2825,1846,2846,3200,2727,1900
"XM_022471169.1",65,107,130,176,146,126,63,0,179,101,113
"XM_022471171.1",126,229,325,345,318,397,315,290,219,230,139
"XM_022471182.1",0,121,109,76,135,115,106,159,112,98,50
"XM_022471185.1",58,114,102,125,143,103,115,175,145,151,75
"XM_022471186.1",130,303,340,334,521,357,340,599,444,465,290
"XM_022471193.1",205,272,444,358,303,421,182,116,215,213,160
"XM_022471194.1",83,82,154,181,184,151,53,68,160,146,116
"XM_022471195.1",0,0,48,0,0,51,47,140,99,90,0
"XM_022471215.1",72,78,122,102,90,103,48,74,117,110,47
"XM_022471222.1",181,337,361,302,443,338,243,454,258,378,220
"XM_022471241.1",57,119,88,100,93,116,29,69,78,60,63
"XM_022471258.1",147,388,237,204,324,212,351,747,334,227,217
"XM_022471270.1",39,52,57,42,64,68,56,110,73,91,54
"XM_022471276.1",0,100,89,85,117,102,90,151,106,122,87
"XM_022471284.1",0,16,28,31,77,68,32,48,49,25,33
"XM_022471298.1",62,65,116,162,118,158,91,84,149,140,73
"XM_022471304.1",0,222,100,238,222,226,201,315,119,253,0
"XM_022471319.1",45,93,108,91,105,97,94,208,103,129,66
"XM_022471321.1",263,619,686,572,659,602,655,914,750,843,565
"XM_022471322.1",0,73,0,30,70,70,0,109,0,30,0
"XM_022471326.1",122,201,262,280,229,286,210,123,171,185,128
"XM_022471341.1",0,0,0,0,22,0,55,85,27,21,0
"XM_022471354.1",0,0,85,72,90,30,79,154,80,99,36
"XM_022471355.1",0,0,35,38,96,0,0,36,0,37,0
"XM_022471369.1",49,62,93,153,154,98,96,66,129,107,54
"XM_022471372.1",3041,7272,8075,7350,8985,8745,7410,10602,9212,9243,7133
"XM_022471373.1",191,182,247,188,142,85,434,471,838,673,367
"XM_022471396.1",21,0,0,61,25,0,46,0,61,75,29
"XM_022471398.1",0,67,66,100,83,63,73,141,100,108,60
"XM_022471400.1",0,21,23,0,26,11,0,58,55,62,15
"XM_022471403.1",9,57,29,36,0,24,65,88,23,50,28
"XM_022471405.1",17,24,37,30,63,37,63,115,57,49,55
"XM_022471411.1",11,13,41,36,34,47,29,40,45,47,30
"XM_022471420.1",83,136,164,122,161,127,173,221,146,170,136
"XM_022471422.1",11,23,30,32,31,25,19,49,29,27,11
"XM_022471431.1",41,188,148,141,154,196,114,237,117,149,47
"XM_022471432.1",10,25,37,34,60,39,34,38,35,41,43
"XM_022471445.1",0,729,640,759,783,690,774,1225,648,824,470
"XM_022471451.1",82,138,111,88,102,82,114,169,102,133,99
"XM_022471507.1",0,35,15,20,14,25,35,51,41,26,0
"XM_022471516.1",148,170,212,231,154,203,148,243,210,221,138
"XM_022471530.1",180,209,276,270,271,326,125,129,165,229,107
"XM_022471550.1",18,45,46,48,23,50,55,71,80,65,37
"XM_022471561.1",70,79,87,101,150,106,67,116,45,69,34
"XM_022471565.1",86,157,163,177,279,195,201,365,212,260,145
"XM_022471570.1",80,198,174,154,179,180,149,276,191,227,141
"XM_022471572.1",81,141,165,228,306,193,293,453,339,335,248
"XM_022471586.1",140,160,312,283,220,261,132,137,430,311,227
"XM_022471598.1",108,206,248,232,307,215,177,196,168,278,159
"XM_022471612.1",226,318,480,426,371,378,122,110,179,139,78
"XM_022471614.1",175,133,310,374,262,295,339,202,504,530,294
"XM_022471622.1",198,233,365,421,457,326,252,353,641,480,362
"XM_022471623.1",0,155,150,157,275,141,201,454,174,246,157
"XM_022471636.1",0,17,0,33,43,34,36,62,35,44,19
"XM_022471648.1",0,421,474,199,530,411,528,725,266,598,0
"XM_022471676.1",0,66,40,16,0,26,0,16,0,0,0
"XM_022471677.1",0,104,0,0,123,0,54,147,59,117,0
"XM_022471703.1",200,178,388,288,273,242,165,270,311,289,177
"XM_022471726.1",0,40,70,43,87,0,0,173,38,119,71
"XM_022471734.1",77,131,126,121,141,109,113,186,200,212,168
"XM_022471742.1",12,57,71,51,65,50,43,59,45,39,13
"XM_022471770.1",12,33,82,55,85,57,28,93,48,18,24
"XM_022471786.1",0,12,12,15,36,26,31,74,39,48,27
"XM_022471799.1",2411,5921,6946,5603,6327,7117,3994,5249,6694,5452,4247
"XM_022471802.1",60,91,102,130,188,123,102,146,131,129,99
"XM_022471804.1",0,15,13,33,49,19,12,30,44,42,51
"XM_022471821.1",0,0,19,0,42,48,24,26,52,59,0
"XM_022471824.1",0,0,54,68,63,66,78,78,38,81,0
"XM_022471830.1",0,16,0,39,40,18,46,76,15,56,37
"XM_022471841.1",103,199,288,313,339,273,203,105,204,228,176
"XM_022471844.1",116,247,223,179,192,201,182,353,222,297,160
"XM_022471852.1",117,315,262,276,451,315,247,354,263,337,170
"XM_022471874.1",0,33,44,48,42,13,64,48,29,41,13
"XM_022471877.1",0,0,16,49,41,41,16,0,40,20,14
"XM_022471878.1",34,38,53,45,91,47,41,235,38,79,80
"XM_022471916.1",0,0,17,0,12,0,42,21,16,44,0
"XM_022471930.1",0,309,256,274,339,271,315,638,256,280,0
"XM_022471946.1",22,37,53,63,80,61,49,76,55,49,56
"XM_022471949.1",0,0,0,91,128,59,53,0,68,0,0
"XM_022471952.1",0,191,209,78,137,107,0,176,81,187,0
"XM_022471970.1",293,435,491,452,437,750,288,223,353,373,157
"XM_022471979.1",0,0,0,0,60,0,31,0,141,89,61
"XM_022471982.1",59,23,63,86,140,75,80,175,90,118,97
"XM_022472007.1",612,1662,1578,1611,2036,1765,1556,2862,1756,2204,1006
"XM_022472022.1",0,24,32,29,42,36,14,26,25,12,0
"XM_022472025.1",0,163,163,162,207,97,54,149,138,197,0
"XM_022472061.1",62,0,84,113,19,43,39,89,157,99,64
"XM_022472062.1",16,45,0,0,72,40,0,49,76,41,34
"XM_022472069.1",26,74,77,39,37,39,20,25,66,60,25
"XM_022472107.1",0,0,0,0,55,33,0,77,39,84,0
"XM_022472113.1",44,71,75,85,116,87,70,105,98,99,83
"XM_022472116.1",0,100,96,102,103,78,88,104,113,95,38
"XM_022472128.1",0,132,169,168,210,162,123,180,160,227,152
"XM_022472141.1",123,283,235,198,301,304,269,538,280,343,210
"XM_022472143.1",59,19,66,53,57,68,0,0,0,0,0
"XM_022472157.1",306,453,679,475,644,738,555,694,531,689,535
"XM_022472225.1",0,0,34,0,0,26,16,65,23,17,0
"XM_022472237.1",125,154,287,259,240,342,106,63,84,111,82
"XM_022472240.1",0,70,51,71,61,53,52,104,82,74,48
"XM_022472243.1",0,0,40,0,0,0,21,60,22,51,0
"XM_022472265.1",21,22,24,8,36,10,44,19,29,21,35
"XM_022472276.1",34,30,60,91,64,98,48,11,45,52,57
"XM_022472283.1",870,921,1884,1544,1582,3018,956,1292,1510,1095,728
"XM_022472288.1",0,24,9,9,11,9,8,28,26,13,23
"XM_022472315.1",8928,17965,19651,16430,20165,20590,16693,28889,21735,21484,15024
"XM_022472317.1",257,585,591,567,653,592,607,1103,544,680,382
"XM_022472319.1",53,85,112,129,221,89,203,407,188,249,159
"XM_022472320.1",28,68,87,99,158,69,177,351,139,169,127
"XM_022472372.1",84,200,204,205,257,213,202,211,189,223,172
"XM_022472378.1",0,0,0,66,157,0,161,448,0,159,0
"XM_022472390.1",0,70,65,32,77,63,78,169,81,82,25
"XM_022472393.1",721,1079,1038,1310,1784,958,2327,3926,1169,1786,1319
"XM_022472395.1",71,98,145,107,121,117,74,79,42,98,0
"XM_022472397.1",76,136,166,106,121,139,189,300,134,187,93
"XM_022472406.1",0,83,36,58,70,50,57,41,77,67,0
"XM_022472430.1",0,106,124,102,162,152,95,157,50,127,0
"XM_022472451.1",0,109,49,0,100,106,44,181,110,103,0
"XM_022472455.1",0,70,112,114,215,90,172,240,86,151,126
"XM_022472456.1",0,0,0,19,0,0,62,81,54,43,0
"XM_022472463.1",105,113,160,235,158,143,118,122,205,215,161
"XM_022472477.1",72,84,116,106,141,165,94,121,93,112,83
"XM_022472493.1",1860,3906,4629,3729,4350,5043,3233,4591,4646,4283,3445
"XM_022472506.1",0,35,83,78,76,71,79,101,94,103,59
"XM_022472556.1",85,125,144,180,129,195,116,131,87,102,61
"XM_022472575.1",66,313,200,185,263,214,255,644,290,351,198
"XM_022472593.1",194,144,272,172,205,358,132,112,91,106,87
"XM_022472597.1",19,47,68,22,20,31,10,27,10,19,11
"XM_022472606.1",246,192,390,741,446,409,384,236,559,482,312
"XM_022472607.1",324,189,429,610,516,499,464,286,625,646,354
"XM_022472609.1",0,0,0,38,42,0,110,171,0,81,0
"XM_022472613.1",1536,3355,3903,2995,3709,3634,2786,4006,4094,3460,2588
"XM_022472614.1",49,46,94,134,149,115,31,26,77,64,43
"XM_022472636.1",195,290,339,266,312,359,281,247,268,247,191
"XM_022472641.1",105,163,134,138,177,173,156,237,139,180,118
"XM_022472653.1",0,0,48,44,71,0,61,119,57,64,52
"XM_022472661.1",90,233,251,293,380,260,628,970,386,517,289
"XM_022472713.1",0,55,33,0,0,32,32,50,0,26,0
"XM_022472722.1",129,192,300,321,418,313,247,342,234,260,212
"XM_022472748.1",27,109,97,81,137,110,66,169,63,89,34
"XM_022472771.1",0,13,16,15,28,29,34,62,0,33,21
"XM_022472782.1",0,53,96,85,104,77,17,90,58,44,18
"XM_022472859.1",1943,2666,2961,3577,3144,3243,3529,3931,4935,4662,2958
"XM_022472861.1",114,145,181,136,152,161,108,198,261,262,145
"XM_022472865.1",209,328,366,280,373,291,261,665,327,387,217
"XM_022472866.1",60,62,109,186,115,128,33,49,148,142,88
"XM_022472869.1",58,52,126,88,97,84,57,101,161,146,82
"XM_022472879.1",0,31,15,32,51,40,31,81,50,53,27
"XM_022472900.1",17,52,61,25,21,38,22,27,10,14,12
"XM_022472901.1",1065,1804,2769,1780,2562,2217,1396,2304,2635,2100,2149
"XM_022472915.1",0,11,27,24,13,30,20,0,0,9,12
"XM_022472920.1",70,174,148,134,159,148,164,474,217,164,157
"XM_022472928.1",111,132,270,183,161,243,68,29,136,109,103
"XM_022472952.1",0,0,61,56,58,0,153,330,116,150,0
"XM_022472960.1",0,94,94,94,108,99,134,262,94,145,105
"XM_022472966.1",0,109,103,113,142,107,129,173,93,140,34
"XM_022472998.1",0,0,35,0,36,30,29,142,26,73,0
"XM_022473009.1",18,35,0,31,0,42,95,168,59,77,69
"XM_022473031.1",0,0,42,125,47,102,46,129,141,153,130
"XM_022473034.1",0,97,116,122,119,125,46,116,147,169,93
"XM_022473036.1",0,40,92,0,105,44,115,168,109,115,101
"XM_022473085.1",0,42,0,69,63,67,104,181,61,93,0
"XM_022473099.1",0,199,74,68,37,55,0,0,0,0,0
"XM_022473106.1",0,0,71,0,85,0,0,166,73,165,0
"XM_022473122.1",235,391,447,455,644,536,336,624,344,450,297
"XM_022473124.1",27,50,45,56,48,49,89,269,54,84,68
"XM_022473157.1",165,117,159,137,203,115,183,420,304,329,223
"XM_022473193.1",63,188,194,171,206,182,147,198,180,201,130
"XM_022473196.1",17,58,55,55,57,28,48,80,32,51,39
"XM_022473222.1",10,46,41,32,23,28,0,0,32,46,13
"XM_022473237.1",96,154,160,152,259,172,280,472,214,248,174
"XM_022473238.1",0,152,162,69,70,184,0,133,64,0,0
"XM_022473247.1",62,80,110,82,81,86,97,108,86,98,87
"XM_022473248.1",0,49,18,43,0,33,0,50,38,47,24
"XM_022473251.1",0,20,61,95,99,57,96,161,109,119,76
"XM_022473265.1",0,0,28,144,172,203,73,102,0,63,43
"XM_022473268.1",0,62,57,54,56,56,56,98,88,63,51
"XM_022473272.1",0,0,0,0,58,0,49,52,18,20,0
"XM_022473280.1",112,115,210,201,309,160,239,493,228,270,212
"XM_022473291.1",0,0,0,0,74,0,95,166,31,77,29
"XM_022473300.1",30,31,78,51,42,34,38,21,44,28,6
"XM_022473301.1",0,87,88,104,107,74,98,186,51,108,86
"XM_022473304.1",0,72,45,94,43,0,0,99,117,82,39
"XM_022473317.1",111,364,352,310,456,337,398,613,378,501,260
"XM_022473329.1",76,102,150,144,168,120,91,150,91,126,105
"XM_022473375.1",1157,2597,3203,2111,3036,3867,2139,2761,3164,2552,2046
"XM_022473378.1",37,39,64,59,57,92,34,32,48,48,28
"XM_022473386.1",0,66,70,75,83,58,52,105,80,83,57
"XM_022473388.1",0,51,65,77,66,82,82,164,94,119,74
"XM_022473390.1",17,41,49,58,70,56,56,81,63,64,46
"XM_022473392.1",151,357,464,550,359,566,188,216,192,320,248
"XM_022473412.1",0,16,0,19,0,30,24,37,33,0,18
"XM_022473415.1",920,2323,2186,1510,2417,2330,3407,4460,1990,1994,2453
"XM_022473418.1",25,32,83,24,58,38,48,54,45,46,62
"XM_022473419.1",939,1750,1492,863,1484,1400,2990,3686,1039,1518,1566
"XM_022473437.1",0,0,0,0,59,0,22,0,43,28,19
"XM_022473439.1",0,35,25,12,29,27,34,13,26,12,14
"XM_022473445.1",0,0,0,0,139,0,149,183,63,127,0
"XM_022473451.1",0,29,33,33,81,29,126,242,67,79,59
"XM_022473452.1",664,620,1059,800,983,934,317,553,630,530,405
"XM_022473464.1",305,731,621,534,646,540,501,876,574,886,402
"XM_022473476.1",124,169,233,361,131,266,84,84,313,221,118
"XM_022473480.1",0,98,59,62,53,57,26,0,70,88,57
"XM_022473512.1",0,88,85,0,72,83,0,0,80,72,0
"XM_022473518.1",0,113,94,182,218,72,240,417,102,68,141
"XM_022473533.1",0,0,0,11,30,17,27,38,22,15,19
"XM_022473536.1",0,124,133,112,170,150,0,140,53,164,0
"XM_022473545.1",0,0,51,26,26,23,0,0,0,51,0
"XM_022473571.1",586,1594,1258,1010,1244,1405,1881,3861,1933,2143,1047
"XM_022473572.1",481,977,1161,969,984,1110,404,406,1234,829,606
"XM_022473579.1",821,684,1345,765,1019,1491,619,502,585,442,422
"XM_022473594.1",0,52,0,0,51,29,60,105,69,55,0
"XM_022473602.1",0,0,0,0,72,0,43,121,27,83,0
"XM_022473607.1",493,1212,1142,833,1009,1068,891,1486,1454,1205,752
"XM_022473610.1",0,44,46,22,44,21,0,72,21,50,0
"XM_022473611.1",0,331,106,105,116,157,142,342,163,240,128
"XM_022473624.1",0,128,90,77,75,64,36,71,82,97,70
"XM_022473625.1",0,62,24,0,48,49,68,123,71,67,52
"XM_022473633.1",132,388,345,375,543,328,459,645,473,552,446
"XM_022473643.1",0,22,22,69,44,90,23,0,119,64,30
"XM_022473644.1",0,78,79,85,162,74,207,340,132,157,116
"XM_022473646.1",0,20,20,58,85,61,25,52,0,38,21
"XM_022473649.1",126,205,246,243,226,267,100,155,116,111,94
"XM_022473666.1",0,50,41,33,52,40,64,23,22,23,0
"XM_022473667.1",0,0,18,0,0,40,0,61,39,27,0
"XM_022473669.1",0,65,41,63,79,73,57,81,101,101,58
"XM_022473670.1",42,64,109,127,168,111,91,137,146,169,123
"XM_022473679.1",93,166,371,104,62,167,48,80,54,114,0
"XM_022473693.1",22,25,53,24,52,22,0,68,30,58,0
"XM_022473694.1",0,0,18,36,18,0,18,69,0,38,39
"XM_022473697.1",0,17,28,42,59,38,80,128,81,85,55
"XM_022473698.1",0,21,56,71,112,62,59,173,103,94,85
"XM_022473715.1",0,74,78,69,131,68,25,68,28,28,0
"XM_022473720.1",0,110,107,82,129,145,0,105,0,0,0
"XM_022473736.1",0,49,37,13,50,33,31,50,38,70,42
"XM_022473738.1",0,0,0,0,63,0,0,41,70,60,41
"XM_022473742.1",0,0,0,0,44,0,38,65,0,39,17
"XM_022473746.1",38,42,78,83,76,66,66,91,60,72,56
"XM_022473775.1",19,64,108,80,103,82,0,105,57,45,37
"XM_022473792.1",0,30,29,35,18,14,0,0,15,0,13
"XM_022473822.1",0,0,31,0,0,0,67,73,128,152,39
"XM_022473863.1",701,831,1439,1347,1643,1405,800,1346,1179,1272,930
"XM_022473865.1",0,31,17,0,15,25,32,33,0,53,0
"XM_022473867.1",51,60,84,84,81,104,76,67,71,72,20
"XM_022473886.1",0,0,0,0,26,0,25,40,18,0,18
"XM_022473887.1",701,1207,1382,1586,1608,1093,1160,697,1991,1785,1200
"XM_022473888.1",119,0,243,0,433,357,95,14,0,0,0
"XM_022473889.1",112,217,194,175,201,212,112,240,229,234,181
"XM_022473890.1",0,0,21,27,58,55,80,151,45,49,55
"XM_022473914.1",0,50,97,178,92,134,17,0,0,35,45
"XM_022473949.1",96,385,279,205,331,341,246,472,255,303,168
"XM_022473950.1",13,24,63,55,51,41,42,40,47,57,33
"XM_022473955.1",71,63,99,97,126,95,165,362,97,151,109
"XM_022473961.1",62,110,155,146,183,168,95,174,174,179,112
"XM_022473966.1",0,0,56,24,28,54,0,0,21,0,0
"XM_022473971.1",0,169,153,0,167,80,67,147,162,214,0
"XM_022473981.1",809,441,1023,1376,1186,1107,846,445,1215,1127,814
"XM_022473993.1",111,206,298,242,365,299,140,355,173,219,170
"XM_022474012.1",0,212,237,214,291,265,91,0,223,237,0
"XM_022474017.1",31,117,66,68,62,88,68,122,63,23,41
"XM_022474030.1",0,0,24,45,58,54,28,0,43,48,16
"XM_022474038.1",0,88,52,99,124,92,42,118,126,133,0
"XM_022474044.1",1237,2810,2317,2177,3022,2506,1106,2724,1769,2447,1712
"XM_022474059.1",93,121,188,142,171,211,84,149,169,182,89
"XM_022474073.1",0,0,0,0,62,19,0,21,21,42,0
"XM_022474080.1",0,20,22,22,50,0,19,58,48,55,23
"XM_022474094.1",0,31,34,32,24,0,0,70,0,26,0
"XM_022474110.1",707,1009,1368,1296,1594,1311,1417,1476,1123,1204,923
"XM_022474125.1",0,0,0,0,38,0,41,45,24,22,17
"XM_022474162.1",0,84,82,39,130,70,106,61,139,134,0
"XM_022474205.1",152,270,343,537,750,425,665,1320,635,823,511
"XM_022474206.1",29,87,102,152,198,106,144,204,188,249,128
"XM_022474237.1",0,0,0,17,52,31,41,0,17,31,15
"XM_022474239.1",0,0,33,14,47,14,44,58,40,38,47
"XM_022474250.1",0,147,203,180,326,157,225,375,183,276,134
"XM_022474251.1",95,162,168,177,243,153,243,459,223,255,186
"XM_022474258.1",2923,5776,6214,5720,6364,6982,5487,6858,7795,7347,5148
"XM_022474260.1",0,109,134,0,143,0,0,73,121,149,0
"XM_022474295.1",144,221,293,312,382,276,352,548,377,478,287
"XM_022474314.1",70,54,109,82,92,174,54,0,61,72,25
"XM_022474343.1",0,280,218,244,225,224,0,213,181,323,89
"XM_022474348.1",0,87,85,103,134,73,0,139,116,165,88
"XM_022474365.1",0,105,132,274,252,244,134,261,55,154,109
"XM_022474371.1",26,49,48,102,154,0,166,305,137,154,127
"XM_022474388.1",29,58,81,89,142,65,112,254,100,114,121
"XM_022474408.1",0,0,42,95,111,94,110,185,100,127,0
"XM_022474420.1",0,0,0,0,8,0,43,40,12,10,24
"XM_022474426.1",0,23,21,0,0,22,0,0,0,28,23
"XM_022474430.1",0,0,31,17,25,10,0,33,0,0,10
"XM_022474434.1",87,116,149,149,307,184,173,420,142,204,168
"XM_022474435.1",0,173,66,70,82,200,0,79,84,206,0
"XM_022474462.1",1163,2305,2609,2154,2593,2702,2013,2818,2784,2414,2024
"XM_022474484.1",904,2923,1617,1383,1674,1395,1210,2287,1617,1914,1123
"XM_022474489.1",26,65,0,68,141,70,0,0,27,85,0
"XM_022474491.1",63,70,246,56,25,108,0,0,0,58,0
"XM_022474492.1",27,130,267,0,0,97,0,0,0,28,0
"XM_022474498.1",461,739,807,830,1209,807,1008,2557,986,1381,886
"XM_022474506.1",372,614,872,824,987,1018,769,1366,816,813,690
"XM_022474507.1",136,136,199,199,241,318,102,121,127,133,99
"XM_022474508.1",73,152,120,154,179,158,156,170,152,218,119
"XM_022474564.1",913,1719,2183,1906,2127,2259,1554,2084,2268,2298,1434
"XM_022474590.1",587,1327,1243,1168,1357,1436,1005,1490,1175,1439,739
"XM_022474604.1",0,64,0,63,151,135,198,276,0,170,0
"XM_022474605.1",0,231,227,204,243,226,161,304,218,236,139
"XM_022474615.1",33,79,102,91,87,101,53,77,119,102,90
"XM_022474618.1",0,39,53,0,25,0,28,0,73,54,0
"XM_022474619.1",49,90,126,98,108,116,89,118,137,117,90
"XM_022474620.1",462,731,939,1343,1268,1611,982,1277,526,732,418
"XM_022474629.1",0,17,16,16,37,0,19,65,17,16,0
"XM_022474667.1",25,22,0,32,41,0,0,52,23,50,25
"XM_022474672.1",122,437,268,255,247,356,119,99,246,211,154
"XM_022474678.1",33,131,150,157,173,119,94,117,158,184,147
"XM_022474724.1",225,464,476,382,489,444,510,1121,484,664,375
"XM_022474728.1",0,438,428,429,529,533,358,403,351,491,332
"XM_022474740.1",316,442,633,630,487,822,356,276,342,391,258
"XM_022474742.1",0,0,0,88,185,0,211,342,107,282,0
"XM_022474811.1",0,13,40,68,49,39,38,60,52,48,18
"XM_022474814.1",0,117,139,0,158,55,0,201,127,147,0
"XM_022474836.1",0,52,40,49,52,25,53,98,55,57,53
"XM_022474850.1",37,50,55,80,126,48,36,102,99,99,74
"XM_022474851.1",690,925,1350,1348,1110,1549,1159,1352,1317,1275,809
"XM_022474863.1",32,0,32,91,71,65,27,0,27,0,36
"XM_022474867.1",89,198,201,215,249,220,187,328,224,132,160
"XM_022474881.1",76,63,208,175,137,123,48,48,59,61,55
"XM_022474912.1",0,77,96,131,152,115,110,195,143,136,95
"XM_022474915.1",0,83,82,80,121,87,92,184,110,159,39
"XM_022474925.1",0,0,192,174,79,180,0,83,0,158,0
"XM_022474926.1",0,0,0,0,49,0,151,201,0,56,48
"XM_022474933.1",0,116,115,0,0,239,0,281,0,237,0
"XM_022474944.1",0,58,0,51,63,63,0,192,0,0,0
"XM_022474947.1",135,106,221,247,0,287,97,0,291,0,216
"XM_022474948.1",107,401,331,225,0,267,540,1134,285,737,211
"XM_022474954.1",0,154,56,72,123,127,135,209,142,130,0
"XM_022474957.1",82,235,216,184,257,225,301,897,239,384,245
"XM_022474958.1",625,1328,1225,1141,1454,1406,1361,1270,1033,1477,960
"XM_022474988.1",0,93,36,0,24,29,57,145,26,49,0
"XM_022475006.1",0,52,0,0,56,52,0,168,134,195,0
"XM_022475011.1",49,183,131,109,139,106,155,275,123,147,59
"XM_022475041.1",0,202,204,153,214,223,151,272,204,215,0
"XM_022475063.1",14,10,14,28,0,23,10,26,30,29,10
"XM_022475070.1",72,147,165,153,199,181,47,102,34,49,39
"XM_022475073.1",47,58,66,61,89,104,57,96,56,71,45
"XM_022475086.1",0,0,24,47,0,24,0,50,57,0,0
"XM_022475115.1",21,25,41,37,46,36,64,64,62,54,57
"XM_022475127.1",0,0,66,122,70,0,0,175,64,148,0
"XM_022475138.1",0,0,0,0,151,0,81,185,74,143,0
"XM_022475142.1",0,40,44,28,21,18,0,54,0,52,42
"XM_022475149.1",87,215,209,184,190,180,165,210,328,364,161
"XM_022475154.1",0,0,0,0,26,57,0,53,27,30,38
"XM_022475167.1",87,135,138,136,173,161,129,261,154,179,98
"XM_022475216.1",0,24,29,60,91,49,81,154,87,124,78
"XM_022475217.1",0,24,30,60,91,49,83,161,91,127,78
"XM_022475218.1",99,94,179,135,94,188,30,31,74,66,43
