"","A1.spat","A2.spat","A3.spat","A4.spat","A5.spat","A6.spat","A7.spat","A8.spat","A9.spat","A10.spat","A11.spat"
"XM_022465476.1",173,402,401,395,464,347,510,890,299,469,221
"XM_022465483.1",0,0,0,40,53,42,20,32,0,0,0
"XM_022465525.1",52,81,69,78,103,77,117,166,82,93,65
"XM_022465547.1",19,38,19,31,18,0,22,24,52,30,43
"XM_022465552.1",468,791,884,844,966,948,795,1388,811,1015,574
"XM_022465584.1",23,43,48,50,66,48,30,86,58,45,43
"XM_022465637.1",0,77,24,22,50,49,23,57,0,63,0
"XM_022465641.1",0,31,41,40,37,36,46,70,43,50,36
"XM_022465644.1",104,169,201,162,213,103,76,140,186,199,131
"XM_022465681.1",25,80,94,123,190,94,144,217,165,215,130
"XM_022465688.1",0,51,22,23,52,58,44,49,51,43,0
"XM_022465693.1",0,30,44,45,41,43,44,66,52,49,25
"XM_022465711.1",236,436,424,445,491,498,487,1073,365,559,338
"XM_022465715.1",33,0,37,83,35,0,180,241,186,219,139
"XM_022465719.1",158,460,383,248,407,302,355,551,324,395,246
"XM_022465732.1",0,31,36,35,72,44,0,39,53,46,32
"XM_022465767.1",0,61,58,0,153,129,57,153,129,140,0
"XM_022465789.1",1842,3748,4505,3647,4211,4942,3216,4569,4684,4121,3368
"XM_022465800.1",0,83,92,99,164,98,135,222,136,162,53
"XM_022465801.1",0,11,23,24,36,27,19,36,36,31,27
"XM_022465803.1",0,28,27,0,0,30,0,149,0,25,0
"XM_022465831.1",310,196,469,876,653,479,505,276,715,659,411
"XM_022465849.1",142,200,235,288,365,286,344,121,234,245,254
"XM_022465866.1",0,161,174,158,217,218,0,303,0,184,0
"XM_022465908.1",194,213,292,397,359,354,585,396,442,450,298
"XM_022465926.1",0,34,0,25,0,0,24,30,37,0,21
"XM_022465930.1",0,56,40,38,29,0,0,0,37,49,19
"XM_022465985.1",396,375,524,324,432,370,515,1049,737,674,316
"XM_022466025.1",0,0,47,0,0,90,0,166,93,44,0
"XM_022466028.1",854,1211,1568,1860,1614,1478,780,763,909,912,629
"XM_022466035.1",0,230,143,122,131,156,262,434,178,263,133
"XM_022466039.1",23,47,69,60,65,72,36,15,65,75,52
"XM_022466051.1",0,80,179,98,131,196,82,322,61,180,0
"XM_022466076.1",0,0,0,0,87,0,178,378,88,127,45
"XM_022466077.1",1037,1490,1748,2093,2095,1318,1303,2426,2039,2079,1447
"XM_022466083.1",342,242,559,672,567,594,296,149,625,462,300
"XM_022466084.1",66,215,186,192,260,211,164,226,178,216,164
"XM_022466146.1",246,544,852,766,972,864,432,688,647,638,466
"XM_022466148.1",317,214,524,641,539,577,278,148,567,428,285
"XM_022466157.1",0,165,167,152,187,163,166,283,158,234,55
"XM_022466176.1",24,35,88,27,85,0,0,140,42,79,45
"XM_022466184.1",104,159,207,196,269,185,215,422,224,245,205
"XM_022466188.1",0,41,38,24,29,36,0,12,16,28,0
"XM_022466190.1",68,113,127,117,167,136,221,318,204,191,138
"XM_022466195.1",0,7,14,7,30,9,56,11,0,35,18
"XM_022466218.1",18,12,36,41,12,30,12,21,27,17,26
"XM_022466219.1",40,88,78,110,138,72,155,425,91,133,105
"XM_022466247.1",25,42,68,73,69,68,78,58,107,93,66
"XM_022466268.1",6,0,26,17,20,23,0,6,21,32,20
"XM_022466275.1",14,38,40,43,55,51,47,73,42,77,41
"XM_022466303.1",324,700,545,449,598,594,794,1640,676,700,527
"XM_022466307.1",0,0,45,0,43,0,0,122,40,43,0
"XM_022466326.1",225,497,473,413,514,609,548,760,487,520,337
"XM_022466340.1",16,45,50,45,30,46,0,0,23,0,0
"XM_022466348.1",0,19,43,0,25,0,0,54,63,53,18
"XM_022466350.1",0,116,58,72,59,101,58,198,52,78,51
"XM_022466361.1",0,0,34,69,105,0,28,81,29,34,0
"XM_022466369.1",0,259,53,0,0,107,0,158,104,160,0
"XM_022466391.1",196,406,306,292,333,213,405,801,284,390,276
"XM_022466395.1",0,12,0,11,20,12,19,30,12,11,0
"XM_022466403.1",0,214,285,270,313,320,213,401,250,322,107
"XM_022466412.1",0,0,193,0,219,97,93,234,0,251,96
"XM_022466423.1",0,0,0,0,74,0,260,557,76,104,98
"XM_022466453.1",413,717,490,429,782,437,816,672,408,625,324
"XM_022466454.1",81,506,384,403,295,434,265,995,468,623,286
"XM_022466455.1",0,3219,2467,2437,2615,2465,2481,4268,2221,2880,1805
"XM_022466459.1",0,0,0,0,237,0,214,391,93,209,0
"XM_022466461.1",3448,7464,6768,4512,4875,7250,3822,5227,5726,6574,3850
"XM_022466472.1",0,105,105,86,51,95,83,156,116,145,0
"XM_022466489.1",0,0,0,0,147,0,190,417,0,185,77
"XM_022466507.1",0,12,25,0,0,14,9,22,21,28,11
"XM_022466508.1",4428,9329,11004,8216,9517,10517,6599,7507,11817,8642,6782
"XM_022466513.1",12,0,30,30,12,27,0,36,31,0,11
"XM_022466523.1",0,0,0,22,0,0,20,58,0,64,21
"XM_022466527.1",46,29,70,55,0,43,42,148,87,38,43
"XM_022466535.1",20,64,72,53,71,75,56,168,78,99,77
"XM_022466576.1",81,137,158,191,266,192,219,337,212,201,177
"XM_022466580.1",0,43,42,0,39,91,0,41,38,49,0
"XM_022466609.1",0,0,0,64,77,64,105,176,62,83,77
"XM_022466631.1",13,31,45,0,33,0,103,123,110,107,84
"XM_022466647.1",0,57,25,32,27,27,0,0,61,65,0
"XM_022466653.1",170,127,314,247,239,214,153,262,246,257,148
"XM_022466660.1",96,97,129,204,164,203,143,116,87,113,59
"XM_022466668.1",0,264,0,0,104,0,0,333,231,292,0
"XM_022466694.1",0,123,50,24,57,63,34,66,77,131,57
"XM_022466695.1",537,979,886,842,965,892,852,1576,958,1253,763
"XM_022466711.1",0,129,132,107,127,109,78,114,89,155,40
"XM_022466731.1",0,28,30,33,38,33,18,16,36,38,13
"XM_022466757.1",0,73,67,58,67,70,63,72,96,115,62
"XM_022466797.1",52,82,117,125,110,94,73,129,122,101,90
"XM_022466825.1",0,0,0,0,27,0,24,87,27,22,0
"XM_022466827.1",0,0,66,53,54,0,54,189,0,111,0
"XM_022466861.1",1240,4858,1985,1669,1981,1618,1981,3154,1971,2618,1342
"XM_022466872.1",60,56,95,97,106,104,67,124,75,92,42
"XM_022466895.1",42,0,27,22,33,22,0,0,0,13,13
"XM_022466951.1",0,35,35,29,68,57,83,158,62,0,27
"XM_022466969.1",797,2011,1459,1449,1633,1491,1531,2652,1441,1887,961
"XM_022467025.1",0,27,34,32,45,49,0,0,19,13,0
"XM_022467038.1",1169,1813,2185,2758,2198,3081,1104,1056,1276,1636,818
"XM_022467040.1",0,125,0,0,69,0,0,58,62,171,0
"XM_022467053.1",32,0,67,70,35,58,0,0,0,0,0
"XM_022467079.1",0,0,0,37,100,36,0,41,0,34,0
"XM_022467108.1",306,626,839,652,617,704,317,507,889,623,405
"XM_022467115.1",897,1789,2087,1504,1706,1644,1075,1755,2050,1532,1134
"XM_022467119.1",177,343,310,262,312,306,405,670,393,422,306
"XM_022467121.1",257,534,471,412,536,486,611,1128,567,570,466
"XM_022467136.1",226,196,261,267,289,290,203,213,226,206,162
"XM_022467152.1",0,0,0,0,0,0,210,308,315,303,89
"XM_022467166.1",0,55,43,59,57,52,44,98,43,62,15
"XM_022467174.1",103,274,194,140,145,228,206,242,258,263,149
"XM_022467191.1",0,0,32,54,17,36,34,22,62,49,0
"XM_022467200.1",0,21,0,18,0,38,0,46,25,20,0
"XM_022467229.1",0,0,17,41,38,23,0,56,56,0,0
"XM_022467241.1",15,30,17,22,18,23,18,49,25,35,10
"XM_022467245.1",226,284,346,392,291,415,201,214,286,239,189
"XM_022467246.1",0,30,90,33,44,94,0,31,0,0,0
"XM_022467249.1",0,137,92,0,45,0,0,154,101,137,0
"XM_022467319.1",138,271,306,265,329,282,284,719,232,302,290
"XM_022467328.1",0,0,0,0,0,107,52,120,102,50,0
"XM_022467354.1",110,208,221,173,226,157,176,319,129,186,48
"XM_022467404.1",167,336,290,265,290,318,464,773,244,337,239
"XM_022467410.1",598,501,1236,963,1045,1603,396,207,468,491,460
"XM_022467411.1",803,730,1664,1491,1479,2276,592,495,626,694,677
"XM_022467469.1",28,49,66,81,81,96,0,30,27,56,0
"XM_022467477.1",0,71,42,0,21,0,22,58,44,20,21
"XM_022467480.1",123,193,235,222,269,200,163,193,200,197,134
"XM_022467495.1",72,132,141,130,209,116,185,328,174,207,132
"XM_022467522.1",0,235,200,216,229,207,230,480,198,236,162
"XM_022467529.1",0,40,38,0,53,77,0,136,0,55,0
"XM_022467530.1",89,177,81,149,252,203,196,163,163,135,115
"XM_022467532.1",54,49,76,66,83,94,82,84,136,94,86
"XM_022467535.1",0,167,187,174,216,187,255,399,204,245,163
"XM_022467542.1",0,149,110,125,0,148,0,87,0,137,42
"XM_022467545.1",0,37,83,45,43,47,37,0,54,52,109
"XM_022467563.1",0,115,89,96,0,101,129,305,124,120,38
"XM_022467569.1",0,77,138,129,150,71,140,171,200,174,0
"XM_022467571.1",94,214,206,261,305,186,420,732,275,304,283
"XM_022467573.1",87,125,142,172,157,155,103,80,130,159,110
"XM_022467575.1",0,47,52,43,67,36,59,132,67,87,40
"XM_022467577.1",0,0,54,34,63,31,53,111,65,61,0
"XM_022467619.1",83,178,176,178,256,189,151,225,161,197,113
"XM_022467642.1",0,64,67,58,69,67,57,71,54,100,55
"XM_022467643.1",0,105,29,40,0,0,32,76,45,50,0
"XM_022467644.1",0,0,34,0,72,33,46,51,40,45,40
"XM_022467654.1",509,1200,915,723,778,690,886,1574,727,1102,671
"XM_022467658.1",37,37,117,77,86,111,82,96,127,154,0
"XM_022467660.1",499,466,640,659,493,699,267,313,521,401,274
"XM_022467681.1",0,178,189,147,181,202,165,218,162,206,0
"XM_022467686.1",0,20,49,43,58,41,19,33,55,52,0
"XM_022467692.1",0,234,193,79,173,207,190,306,184,226,0
"XM_022467759.1",0,218,160,149,141,156,200,305,155,199,128
"XM_022467766.1",333,850,969,911,1287,1186,864,1526,1142,1518,714
"XM_022467770.1",304,768,701,670,862,870,328,531,558,659,313
"XM_022467790.1",0,90,69,0,207,74,175,429,0,0,0
"XM_022467797.1",0,0,53,96,140,49,58,88,88,109,0
"XM_022467814.1",64,163,141,129,194,117,186,373,185,198,114
"XM_022467823.1",244,407,507,793,484,669,400,300,465,476,308
"XM_022467826.1",406,985,796,829,976,976,695,1119,560,659,538
"XM_022467829.1",0,0,0,44,98,54,0,155,42,52,0
"XM_022467833.1",119,293,331,510,382,375,336,389,320,486,294
"XM_022467834.1",36,72,90,118,119,72,95,180,73,104,62
"XM_022467835.1",10,11,31,28,31,23,38,111,12,32,22
"XM_022467836.1",85,333,177,294,440,246,778,2260,284,521,365
"XM_022467842.1",324,755,502,652,453,615,745,1102,1122,1129,619
"XM_022467843.1",269,550,549,505,616,508,528,1020,471,651,343
"XM_022467898.1",0,56,31,21,67,0,46,95,21,73,0
"XM_022467910.1",0,205,204,199,228,213,284,555,246,326,190
"XM_022467985.1",0,123,0,0,107,122,67,215,54,141,0
"XM_022467988.1",0,0,0,0,26,29,40,53,40,38,18
"XM_022467990.1",131,221,341,248,345,267,321,576,306,270,277
"XM_022467991.1",148,434,354,331,367,314,181,222,295,290,196
"XM_022468033.1",0,0,27,17,21,0,42,13,12,31,0
"XM_022468042.1",304,549,624,541,689,705,450,630,475,540,337
"XM_022468087.1",0,83,0,204,294,86,245,307,174,257,80
"XM_022468128.1",0,71,0,122,0,0,90,0,0,151,80
"XM_022468129.1",86,66,170,116,310,148,109,447,200,153,83
"XM_022468131.1",158,196,313,274,279,271,161,395,260,294,163
"XM_022468134.1",2109,4705,5410,4852,5997,6851,5178,5655,5696,5336,4091
"XM_022468144.1",230,583,521,550,939,702,490,911,446,644,376
"XM_022468174.1",349,785,905,1231,1591,888,1460,2173,1870,2048,1264
"XM_022468201.1",0,0,0,30,45,0,0,40,58,38,0
"XM_022468211.1",0,121,113,0,262,115,0,369,260,319,0
"XM_022468216.1",437,934,918,897,1604,1223,1009,1785,823,1194,608
"XM_022468233.1",294,710,761,640,973,607,1060,1828,621,1017,655
"XM_022468291.1",0,0,0,56,62,83,54,86,0,0,0
"XM_022468299.1",0,55,55,56,44,0,0,0,39,0,43
"XM_022468348.1",13,23,44,54,52,35,49,46,68,52,15
"XM_022468361.1",0,271,108,227,303,210,337,649,102,298,0
"XM_022468365.1",206,408,451,291,471,275,310,861,289,393,239
"XM_022468369.1",0,67,152,0,170,153,152,351,152,163,0
"XM_022468370.1",72,142,158,97,159,139,97,153,146,176,54
"XM_022468388.1",367,401,363,778,1277,914,681,1118,674,858,458
"XM_022468413.1",119,198,250,304,434,302,147,238,212,259,168
"XM_022468420.1",55,186,143,150,163,156,178,373,180,240,130
"XM_022468435.1",0,307,259,260,361,216,363,684,222,308,0
"XM_022468469.1",223,478,365,385,483,385,492,736,458,647,301
"XM_022468476.1",391,929,805,585,590,798,634,1091,631,814,579
"XM_022468495.1",0,70,96,98,144,91,119,195,112,106,47
"XM_022468511.1",1796,3776,4283,2970,4485,5339,2842,4566,4207,3917,2402
"XM_022468523.1",235,357,395,370,197,253,74,28,65,98,57
"XM_022468525.1",185,102,168,101,80,92,0,26,115,48,8
"XM_022468529.1",332,855,835,716,1096,680,1116,1865,695,1144,731
"XM_022468530.1",0,127,132,118,151,115,52,195,63,147,59
"XM_022468531.1",0,28,27,29,70,31,56,121,25,55,50
"XM_022468534.1",0,107,222,89,227,89,221,323,0,238,0
"XM_022468543.1",476,624,1017,782,747,893,253,198,546,469,291
"XM_022468544.1",0,60,0,0,68,0,60,167,133,116,0
"XM_022468570.1",39,149,172,154,191,152,145,275,186,176,145
"XM_022468576.1",0,0,39,0,0,36,66,61,38,92,33
"XM_022468577.1",122,254,235,213,279,211,230,421,280,325,215
"XM_022468579.1",0,73,0,0,65,0,64,202,64,80,0
"XM_022468587.1",0,0,0,21,22,0,39,16,60,23,38
"XM_022468602.1",0,94,109,81,117,114,46,145,90,43,72
"XM_022468609.1",0,0,56,0,55,62,59,163,0,144,0
"XM_022468620.1",0,28,53,63,104,57,59,103,92,72,75
"XM_022468623.1",66,274,289,226,400,233,503,1002,251,416,204
"XM_022468626.1",0,84,118,107,111,98,89,126,157,184,89
"XM_022468640.1",54,187,140,139,157,163,170,360,178,236,125
"XM_022468642.1",323,246,396,545,667,777,332,341,306,281,312
"XM_022468644.1",81,105,117,129,179,117,81,136,127,147,119
"XM_022468645.1",162,298,295,315,337,254,319,480,381,451,273
"XM_022468647.1",106,183,168,145,233,185,260,603,185,249,162
"XM_022468648.1",174,171,318,230,243,363,190,255,244,237,146
"XM_022468650.1",0,0,112,115,146,131,0,192,0,146,0
"XM_022468675.1",0,60,0,106,126,123,53,227,0,122,0
"XM_022468693.1",119,245,213,184,201,251,277,526,218,294,207
"XM_022468716.1",0,13,33,27,38,25,16,27,41,33,25
"XM_022468727.1",86,132,129,141,152,145,105,108,80,133,97
"XM_022468729.1",0,172,99,157,165,173,0,107,173,143,0
"XM_022468744.1",0,20,0,22,44,21,51,65,0,42,0
"XM_022468747.1",0,57,57,61,119,73,0,170,67,0,0
"XM_022468768.1",0,0,20,24,45,20,24,49,0,0,42
"XM_022468770.1",143,284,320,301,351,293,360,545,210,313,141
"XM_022468788.1",0,56,112,0,180,0,0,217,62,0,71
"XM_022468810.1",38,71,94,136,127,94,59,73,89,56,63
"XM_022468811.1",772,982,1355,1391,1017,1169,601,768,799,886,468
"XM_022468814.1",0,169,211,89,94,205,180,245,86,101,0
"XM_022468822.1",1434,3053,4035,1946,2217,2208,3407,2637,2739,3182,0
"XM_022468823.1",0,0,0,1911,2171,2092,0,2514,0,0,2787
"XM_022468831.1",0,0,0,23,28,15,31,40,0,26,12
"XM_022468871.1",0,0,19,43,58,0,41,80,49,55,41
"XM_022468902.1",0,61,0,51,54,0,53,196,0,148,0
"XM_022468913.1",204,582,595,587,715,579,613,1260,692,728,495
"XM_022468917.1",80,153,177,138,227,196,208,275,105,157,161
"XM_022468925.1",490,868,975,841,701,876,1255,2534,1412,1249,975
"XM_022468927.1",0,0,0,0,52,44,0,122,93,56,0
"XM_022468953.1",89,371,354,397,512,333,576,783,344,477,275
"XM_022468955.1",0,80,40,40,82,78,0,92,93,101,0
"XM_022468978.1",113,298,297,297,460,375,227,580,234,409,202
"XM_022468983.1",413,283,651,626,435,229,657,936,1425,1004,937
"XM_022468985.1",65,157,219,207,376,236,144,246,132,142,108
"XM_022469089.1",51,48,66,85,68,51,73,118,119,116,82
"XM_022469093.1",73,110,82,100,125,105,103,216,117,157,81
"XM_022469114.1",2794,6167,6379,6009,6716,6430,6299,7902,7611,7138,5029
"XM_022469119.1",0,23,22,21,54,61,0,61,49,57,21
"XM_022469122.1",8,9,9,0,9,10,10,16,28,8,0
"XM_022469142.1",1715,3555,3510,3427,4596,3818,3833,6921,3489,4331,2587
"XM_022469145.1",103,239,220,247,294,255,192,326,343,346,226
"XM_022469162.1",96,90,132,103,93,199,82,37,88,70,65
"XM_022469198.1",1536,3273,3601,2902,2973,3899,1833,2169,3553,3223,1817
"XM_022469206.1",81,165,147,188,270,179,185,343,170,205,130
"XM_022469210.1",0,33,0,77,96,0,32,116,81,89,44
"XM_022469282.1",0,41,57,0,54,96,0,172,43,98,0
"XM_022469292.1",0,124,50,134,216,98,151,285,171,254,123
"XM_022469293.1",0,0,0,35,85,0,77,114,71,80,0
"XM_022469350.1",0,94,44,79,103,101,100,124,48,131,0
"XM_022469352.1",0,122,96,110,170,117,99,122,89,118,86
"XM_022469359.1",0,0,0,0,32,0,0,160,61,90,68
"XM_022469365.1",0,0,105,140,127,221,148,181,204,230,108
"XM_022469378.1",0,32,49,47,76,110,0,134,51,33,36
"XM_022469395.1",0,37,102,40,104,55,86,197,48,93,41
"XM_022469397.1",0,105,34,64,70,43,108,48,115,150,42
"XM_022469400.1",0,70,0,0,135,62,0,181,0,164,0
"XM_022469402.1",0,0,37,0,161,73,0,160,49,40,0
"XM_022469418.1",84,210,182,195,313,156,326,693,210,291,199
"XM_022469433.1",0,21,53,22,27,56,44,72,52,73,0
"XM_022469451.1",33,85,86,102,141,123,112,189,127,128,98
"XM_022469464.1",90,153,157,107,0,119,0,0,158,153,111
"XM_022469465.1",178,330,329,195,335,294,374,707,400,347,262
"XM_022469477.1",2602,4481,4882,4486,5081,4767,4116,5387,5479,5642,3991
"XM_022469482.1",432,745,926,951,1095,1024,1135,1435,854,889,714
"XM_022469488.1",0,0,0,24,21,0,47,77,30,50,0
"XM_022469507.1",0,15,17,16,10,21,0,14,22,9,7
"XM_022469527.1",0,0,49,0,49,0,51,195,0,109,0
"XM_022469529.1",38,78,115,122,138,74,183,269,149,184,127
"XM_022469530.1",44,119,173,223,232,157,102,151,207,262,186
"XM_022469531.1",0,0,0,0,0,0,195,366,246,206,179
"XM_022469533.1",0,0,0,0,171,0,160,139,67,150,0
"XM_022469595.1",472,598,833,1485,1204,1214,939,612,995,983,734
"XM_022469601.1",86,170,227,229,319,188,329,528,263,298,198
"XM_022469609.1",0,0,12,40,17,15,16,52,23,51,0
"XM_022469632.1",0,51,40,52,58,51,20,73,21,63,0
"XM_022469648.1",0,0,34,39,50,0,0,0,74,48,0
"XM_022469652.1",0,73,110,70,92,75,0,78,73,77,31
"XM_022469655.1",0,0,49,43,48,32,12,41,29,41,0
"XM_022469656.1",168,251,257,242,302,225,177,263,245,254,157
"XM_022469665.1",0,40,17,50,57,24,46,87,64,53,38
"XM_022469669.1",5,25,24,24,37,22,51,62,30,23,21
"XM_022469681.1",12,14,19,18,46,43,38,106,62,42,28
"XM_022469703.1",0,101,0,141,245,123,266,443,184,240,141
"XM_022469715.1",0,110,114,157,171,140,178,312,126,154,112
"XM_022469734.1",0,0,51,159,113,83,99,127,0,38,0
"XM_022469736.1",0,70,40,76,134,0,280,654,103,182,150
"XM_022469750.1",72,71,90,110,107,137,49,65,67,61,40
"XM_022469757.1",0,47,43,28,34,40,0,29,31,28,0
"XM_022469765.1",462,990,978,932,1303,998,1101,1792,886,1177,600
"XM_022469767.1",43,77,100,95,116,85,123,166,148,152,96
"XM_022469773.1",16,43,81,62,97,55,68,41,83,64,68
"XM_022469790.1",0,41,60,75,99,75,145,416,123,138,84
"XM_022469803.1",9,11,27,42,25,31,101,0,82,89,49
"XM_022469820.1",46,115,142,133,220,155,121,203,109,192,118
"XM_022469830.1",70,111,125,163,212,156,243,334,148,189,136
"XM_022469833.1",0,132,106,121,98,119,130,207,176,163,41
"XM_022469841.1",48,124,125,117,205,141,122,204,96,133,0
"XM_022469843.1",94,333,156,152,144,164,223,228,252,288,161
"XM_022469845.1",0,92,45,110,58,90,104,154,39,97,0
"XM_022469849.1",0,46,48,53,49,58,18,0,62,49,42
"XM_022469852.1",86,200,151,181,234,173,318,384,169,267,222
"XM_022469870.1",0,86,80,0,266,195,42,0,80,0,0
"XM_022469879.1",0,95,39,0,40,54,0,109,98,107,0
"XM_022469885.1",0,100,45,0,100,0,0,201,57,137,0
"XM_022469898.1",15,55,69,97,127,44,44,141,102,65,75
"XM_022469901.1",0,44,33,0,42,37,63,80,57,60,52
"XM_022469902.1",108,185,241,98,303,144,257,490,234,314,217
"XM_022469916.1",126,149,111,179,128,189,93,107,89,123,80
"XM_022469926.1",0,184,210,192,84,112,0,0,163,153,0
"XM_022469929.1",32,109,146,108,119,122,48,0,161,125,105
"XM_022469953.1",149,187,274,322,276,319,346,610,312,404,257
"XM_022469954.1",503,599,1140,969,1146,1130,710,842,1854,1674,890
"XM_022469957.1",0,206,226,216,271,273,164,333,232,240,0
"XM_022469958.1",86,91,117,136,207,125,114,231,105,134,107
"XM_022469964.1",0,253,280,300,302,227,213,353,179,289,212
"XM_022469982.1",0,47,29,0,53,39,61,81,58,71,50
"XM_022469983.1",0,0,40,32,38,13,50,72,38,43,32
"XM_022469994.1",134,271,261,249,381,296,210,291,226,257,148
"XM_022470004.1",0,124,122,82,109,155,136,239,120,167,122
"XM_022470009.1",128,200,316,359,420,296,239,234,412,393,299
"XM_022470012.1",0,0,35,57,31,60,30,81,77,81,0
"XM_022470013.1",0,80,0,35,0,0,84,0,32,0,40
"XM_022470014.1",0,0,103,27,188,27,0,166,0,123,0
"XM_022470019.1",0,38,58,41,69,34,45,27,54,72,0
"XM_022470023.1",573,790,856,1046,830,938,618,761,878,755,513
"XM_022470024.1",0,0,0,21,0,23,0,0,33,11,10
"XM_022470026.1",0,312,319,260,310,304,292,496,300,354,97
"XM_022470031.1",911,2024,1455,1272,1548,1201,7069,8749,6446,8959,4506
"XM_022470040.1",0,0,19,19,60,22,33,48,19,41,0
"XM_022470052.1",0,0,0,17,37,18,20,75,38,21,17
"XM_022470068.1",15,84,71,59,53,57,32,62,52,59,53
"XM_022470078.1",84,226,148,262,350,203,635,1353,213,368,300
"XM_022470082.1",0,26,0,22,61,0,51,136,31,52,25
"XM_022470085.1",0,28,38,30,42,33,37,100,33,44,37
"XM_022470097.1",59,155,169,117,132,103,103,162,147,169,73
"XM_022470119.1",0,0,30,0,30,0,31,26,42,18,27
"XM_022470127.1",0,0,0,0,0,0,47,21,189,171,105
"XM_022470129.1",29,74,47,37,58,50,45,118,67,100,26
"XM_022470131.1",22,65,75,70,64,71,46,70,74,62,22
"XM_022470153.1",0,0,100,238,156,110,100,80,0,51,39
"XM_022470162.1",84,117,160,230,189,156,213,119,233,220,116
"XM_022470190.1",20,56,72,50,81,68,21,69,69,70,24
"XM_022470204.1",0,0,248,247,293,281,126,370,0,279,0
"XM_022470230.1",0,0,333,417,337,0,301,354,545,482,357
"XM_022470234.1",60,181,195,224,198,183,144,158,230,255,153
"XM_022470244.1",0,41,89,137,186,109,149,197,101,122,99
"XM_022470250.1",0,229,236,229,209,187,274,425,153,338,216
"XM_022470273.1",0,72,57,64,58,0,0,128,62,79,43
"XM_022470276.1",0,80,40,53,67,0,0,43,56,0,0
"XM_022470279.1",0,33,55,32,23,66,0,0,23,72,0
"XM_022470283.1",0,82,82,63,72,96,68,138,80,83,38
"XM_022470290.1",3353,11985,5827,4878,5868,5063,5864,10717,6018,7693,4598
"XM_022470291.1",0,40,0,0,27,0,0,76,27,60,0
"XM_022470292.1",64,94,124,92,77,128,0,84,91,50,0
"XM_022470294.1",0,0,0,22,65,0,20,57,0,20,0
"XM_022470305.1",0,0,71,0,143,55,0,0,146,186,0
"XM_022470306.1",124,208,238,267,312,308,235,503,306,319,231
"XM_022470316.1",117,146,203,222,198,148,131,225,178,212,146
"XM_022470323.1",0,55,65,63,63,48,0,0,86,67,0
"XM_022470328.1",89,239,241,250,341,214,230,293,373,290,237
"XM_022470335.1",26,74,55,59,54,46,110,142,59,65,57
"XM_022470353.1",0,17,25,38,51,42,42,93,38,47,14
"XM_022470354.1",0,0,0,0,156,0,191,452,116,156,56
"XM_022470359.1",0,57,33,66,91,0,100,90,70,90,48
"XM_022470360.1",0,0,20,16,0,42,14,38,20,40,0
"XM_022470420.1",1383,3236,4277,3316,3323,3736,2825,3539,3917,3219,2810
"XM_022470438.1",0,37,21,20,40,37,14,39,17,47,15
"XM_022470439.1",36,91,89,80,98,88,92,205,119,140,113
"XM_022470441.1",0,0,81,0,53,61,0,0,57,101,0
"XM_022470452.1",0,54,18,0,0,43,38,63,48,44,16
"XM_022470459.1",0,0,0,29,48,21,66,75,40,59,28
"XM_022470463.1",20,0,33,28,39,22,0,0,21,30,0
"XM_022470475.1",1375,3142,2575,2381,2820,3047,2195,3332,3238,2763,2015
"XM_022470492.1",0,29,11,13,43,31,70,138,37,40,35
"XM_022470493.1",0,0,0,25,53,0,20,31,53,64,54
"XM_022470513.1",0,56,64,26,85,63,61,39,72,58,63
"XM_022470515.1",1430,2901,3180,2705,3605,3350,2659,4272,3591,3376,2341
"XM_022470517.1",0,0,0,16,30,24,0,58,17,0,36
"XM_022470526.1",0,200,22,0,0,23,17,0,19,0,0
"XM_022470531.1",102,170,220,216,254,168,127,265,219,232,190
"XM_022470536.1",0,14,0,26,47,38,77,126,33,41,34
"XM_022470538.1",2206,4315,5100,4179,5149,4509,3408,6100,5695,5330,3595
"XM_022470545.1",106,186,178,170,288,208,192,359,211,317,108
"XM_022470551.1",0,18,19,37,51,28,24,11,36,44,25
"XM_022470559.1",0,14,13,31,13,26,0,13,0,0,0
"XM_022470560.1",136,331,334,378,422,301,511,593,565,725,441
"XM_022470580.1",215,225,319,420,306,430,169,189,163,191,131
"XM_022470584.1",0,25,23,85,95,79,0,64,57,63,24
"XM_022470587.1",0,104,77,97,116,64,82,88,129,206,111
"XM_022470590.1",235,194,386,697,439,408,352,218,537,468,304
"XM_022470603.1",116,144,183,161,221,129,156,285,166,192,147
"XM_022470604.1",30,31,32,47,50,43,38,83,48,36,16
"XM_022470614.1",0,0,33,30,65,0,61,98,27,25,24
"XM_022470620.1",0,0,0,70,0,0,58,54,129,114,0
"XM_022470632.1",0,10,9,26,15,14,11,25,28,30,11
"XM_022470637.1",0,0,20,0,44,0,38,61,32,15,15
"XM_022470641.1",0,226,269,230,330,229,203,291,230,257,87
"XM_022470653.1",125,231,264,228,214,227,232,301,219,247,185
"XM_022470654.1",0,61,0,80,112,70,200,359,114,137,114
"XM_022470662.1",311,191,412,621,468,483,419,275,592,598,341
"XM_022470666.1",0,48,0,0,0,40,0,76,41,87,0
"XM_022470669.1",0,28,58,0,52,28,52,115,0,35,0
"XM_022470674.1",113,159,198,168,206,182,169,329,215,202,125
"XM_022470682.1",0,70,0,61,44,32,34,37,63,71,28
"XM_022470685.1",29,35,53,54,66,59,65,121,63,57,35
"XM_022470690.1",233,598,528,500,638,663,577,857,618,689,392
"XM_022470695.1",1509,1970,2940,3055,2559,4010,1417,1195,1589,1593,1026
